MasterFile,CollisionDate,CollisionTime,RoadwayName,ParkingLotIndicator,Milepoint,NumberInjured,NumberKilled,ofUnits,ofMotorVehicleUnits,Hit&RunIndicator,OneWayIndicator,SpeedLimitNumber,CountyCode,CityCountyCode,InCityLimitsIndicator,Latitude,Longitude,MannerofCollisionCode,LocationFirstEventCode,RoadwayCharacterCode,RoadwaySurfaceCode,RoadwayConditionCode,WeatherCode,LightConditionCode,LandUseCode,SchoolBusRelatedCode,FirstAidSceneIndicator,PropertyDamageIndicator,YR,KABCO,WorkingRID,KTC_RT,KTC_MP,Motorcyclist,Commercial Vehicle,Young Driver,Mature Driver,Pedestrian,Bicyclist,Distracted,Aggressive,Impaired,Unrestrained,Intersection,Roadway Departure,Median Cross-over,CityCrash,DACid,Intersection Crash,Segment Crash,Int_ID,CityIntersection
72337165,20190409,1635,US23,N,23.066,0,0,2,2,N,N,55,98,9801,Y,37.46585,-82.5282,5,3,6,1,1,2,2,1,3,N,N,2019,O,098-US-0023  -010,098-US-0023  -000,23.066,0,0,0,0,0,0,1,0,0,0,0,0,0,1,DAC,0,1,,
72314186,20190207,1951,HUFFMAN,N,0.09,1,0,2,1,N,N,25,98,9801,Y,37.47763,-82.51842,9,3,6,1,1,3,5,1,3,Y,N,2019,C,098-CS-1123  -000,098-CS-1123  -000,0.09,0,0,0,0,1,0,0,0,0,0,0,0,0,1,DAC,1,0,195-1117,1
72348054,20190503,1128,TOWN MOUNTAIN,N,6.781,0,0,2,2,N,N,55,98,9801,Y,37.48484,-82.51103,2,5,2,1,1,3,2,7,2,N,N,2019,O,098-KY-1426  -000,098-KY-1426  -000,6.781,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Non-DAC,0,1,,
72434334,20191110,1339,BYPASS,N,6.159,1,0,3,3,N,N,35,98,9801,Y,37.4774,-82.51654,5,3,6,1,1,2,2,1,3,N,N,2019,C,098-KY-1426  -000,098-KY-1426  -000,6.159,0,0,0,1,0,0,1,1,0,0,0,0,0,1,DAC,1,0,195-1116,1
72488518,20200311,2003,SOUTH BYPASS ROAD,N,,1,0,2,2,N,N,35,98,9801,Y,37.47228,-82.52685,4,3,6,1,1,2,5,1,3,Y,N,2020,C,098-KY-1426  -000,098-KY-1426  -000,5.464,0,0,0,0,0,0,0,1,0,0,1,0,0,1,DAC,1,0,195-1180,1
72414650,20190928,51,PHYLLIS,N,0.112,0,0,1,1,N,N,35,98,9801,Y,37.4868,-82.52647,9,3,2,1,1,2,5,6,3,N,N,2019,O,098-CS-1090  -000,098-CS-1090  -000,0.112,0,0,1,0,0,0,1,0,0,0,0,1,0,1,DAC,0,1,,
72403389,20190903,1045,BAIRD,N,,0,0,2,1,N,Y,15,98,9801,Y,37.4731,-82.52789,9,97,6,1,1,2,2,1,3,Y,N,2019,O,098-KY-1426  -000,098-KY-1426  -000,5.399,0,0,0,1,1,0,0,0,0,0,0,0,0,1,DAC,1,0,195-1174,1
72345338,20190420,2042,KY3496,N,0.018,0,0,2,2,N,N,35,98,9801,Y,37.46572,-82.5282,8,3,6,1,5,6,5,1,3,N,N,2019,O,098-KY-3496  -000,098-KY-3496  -000,0.018,0,0,0,1,0,0,0,0,0,0,0,1,0,1,DAC,1,0,195-1219,1
72396009,20190819,2142,CHLOE,N,,0,0,1,1,N,N,45,98,9801,Y,37.46644,-82.47878,9,3,1,1,1,2,6,6,3,N,N,2019,O,098-KY-1460  -000,098-KY-1460  -000,2.558,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Non-DAC,0,1,,
72350102,20190504,2318,US23,N,31.741,0,0,1,1,N,N,55,98,9801,Y,37.53716,-82.60412,9,5,6,1,5,6,4,1,3,N,Y,2019,O,098-US-0023  -010,098-US-0023  -000,31.741,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Non-DAC,0,1,,
72456715,20191227,1710,US23,N,29.639,0,0,2,2,N,N,55,98,9801,Y,37.53202,-82.57735,5,3,6,1,1,2,5,7,3,N,N,2019,O,098-US-0023  -010,098-US-0023  -000,29.639,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Non-DAC,0,1,,
72413863,20190920,2115,MAYO,N,26.315,0,0,2,2,N,N,55,98,9801,Y,37.50411,-82.5324,5,3,6,1,1,2,5,7,3,N,N,2019,O,098-US-0023  -010,098-US-0023  -000,26.315,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Non-DAC,0,1,,
72448210,20191209,1001,US23,N,26.313,0,0,2,2,N,N,55,98,9801,Y,37.50402,-82.53246,5,3,6,1,5,3,2,1,3,N,N,2019,O,098-US-0023  -010,098-US-0023  -000,26.313,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Non-DAC,0,1,,
72325913,20190303,1409,CASSIDY,N,0.326,0,0,2,2,N,N,25,98,9801,Y,37.50522,-82.53738,8,3,1,1,5,6,2,1,3,N,N,2019,O,098-CS-1191  -000,098-CS-1191  -000,0.326,0,0,1,0,0,0,1,0,0,0,0,1,0,1,Non-DAC,0,1,,
72394486,20190817,1114,CASSIDY,N,,0,0,2,2,N,N,25,98,9801,Y,37.5041,-82.5353,8,3,6,1,1,2,2,1,3,N,N,2019,O,098-CS-1191  -000,098-CS-1191  -000,0.186,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Non-DAC,0,1,,
72617447,20210422,1521,US23,N,26.33,0,0,2,2,N,N,55,98,9801,Y,37.50377,-82.53218,5,3,6,1,1,3,2,7,3,N,N,2021,O,098-US-0023  -010,098-US-0023  -000,26.33,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Non-DAC,0,1,,
72335735,20190405,331,US23,N,20.75,0,0,1,1,N,N,55,98,9801,Y,37.44297,-82.5223,9,3,3,1,5,6,5,7,3,N,N,2019,O,098-US-0023  -000,098-US-0023  -000,20.75,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Non-DAC,0,1,,
72382318,20190714,1629,BAIRD,N,5.371,0,0,2,2,N,N,35,98,9801,Y,37.47361,-82.52719,5,3,6,1,1,2,2,7,3,N,N,2019,O,098-KY-1426  -000,098-KY-1426  -000,5.371,0,0,0,0,0,0,1,0,0,0,0,0,0,1,DAC,1,0,195-1167,1
72418857,20191010,1247,KY1460,N,6.975,0,0,2,2,N,N,35,98,9801,Y,37.48538,-82.54385,1,3,6,1,1,2,2,7,3,N,N,2019,O,098-KY-1460  -000,098-KY-1460  -000,6.975,0,0,0,1,0,0,1,0,0,0,0,0,0,1,Non-DAC,1,0,195-0971,1
72323001,20190116,1447,BOB AMOS,N,1.017,1,2,1,1,N,N,35,98,9801,Y,37.46568,-82.54294,9,97,4,1,1,3,2,1,3,Y,N,2019,K,098-CS-1025  -000,098-CS-1025  -000,1.017,0,0,0,0,0,0,0,1,0,1,0,1,0,1,Non-DAC,1,0,195-1227,1
72310814,20190131,1743,POPLAR,N,0.168,1,0,1,1,N,N,15,98,9801,Y,37.4809,-82.52219,9,5,4,1,1,2,2,6,3,Y,Y,2019,C,098-CS-1160  -000,098-CS-1160  -000,0.168,0,0,0,0,0,0,0,0,0,0,1,0,0,1,DAC,1,0,195-1074,1
72356821,20190518,1719,CASSIDY,N,0.054,0,0,2,2,N,N,55,98,9801,Y,37.50368,-82.53302,1,3,6,1,1,2,2,7,3,N,N,2019,O,098-CS-1191  -000,098-CS-1191  -000,0.054,0,0,1,0,0,0,0,1,0,0,0,0,0,1,Non-DAC,0,1,,
72348496,20190504,2049,KY1426,N,5.339,1,0,2,2,N,N,35,98,9801,Y,37.47396,-82.52721,4,3,6,1,6,6,5,1,3,N,N,2019,C,098-KY-1426  -000,098-KY-1426  -000,5.339,0,0,1,1,0,0,1,1,0,0,0,0,0,1,DAC,1,0,195-1167,1
72454085,20191220,1237,KY3496 TURN LANE,N,0.019,0,0,2,2,N,N,35,98,9801,Y,37.46569,-82.52823,5,3,3,1,1,2,2,1,3,N,N,2019,O,098-KY-3496  -020,098-KY-3496  -020,0.019,0,0,0,0,0,0,1,0,0,0,0,0,0,1,DAC,1,0,195-1219,1
72451189,20191214,1754,CASSIDY,N,0.16,0,0,2,2,N,N,35,98,9801,Y,37.50369,-82.53466,1,3,3,1,5,6,5,1,3,N,N,2019,O,098-CS-1191  -000,098-CS-1191  -000,0.16,0,0,0,1,0,0,1,1,0,0,0,0,0,1,Non-DAC,0,1,,
72419663,20191009,1705,BYPASS,N,5.517,0,0,2,2,N,N,25,98,9801,Y,37.47233,-82.52596,1,3,6,1,1,2,2,1,3,N,N,2019,O,098-KY-1426  -000,098-KY-1426  -000,5.517,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DAC,0,1,,
72448993,20191210,1429,US23,N,29.468,0,0,2,2,N,N,45,98,9807,Y,37.52975,-82.57605,5,3,6,1,5,6,2,7,3,N,N,2019,O,098-US-0023  -010,098-US-0023  -000,29.468,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Non-DAC,0,1,,
72302555,20190113,1814,US23 TURN LANE,N,0.015,0,0,3,3,N,N,55,98,9801,Y,37.50365,-82.53222,5,3,6,1,5,6,5,7,3,N,N,2019,O,098-US-0023  -021,098-US-0023  -021,0.015,0,0,1,1,0,0,1,0,0,0,0,0,0,1,Non-DAC,1,0,195-0861,1
72330225,20190321,500,US23/US119 INTERSECTION,N,,0,0,2,2,N,N,55,98,9801,Y,37.50373,-82.53223,1,3,6,1,5,6,2,7,3,N,N,2019,O,098-CS-1191  -000,098-CS-1191  -000,0.004,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Non-DAC,1,0,195-0861,1
72370610,20190623,1750,US23,N,25.735,0,0,2,2,N,N,55,98,9801,Y,37.49587,-82.53106,7,3,3,1,1,2,2,7,3,N,N,2019,O,098-US-0023  -000,098-US-0023  -000,25.735,0,0,0,1,0,0,1,1,0,0,1,0,0,1,Non-DAC,0,1,,
72317070,20190215,1818,CASSIDY,N,0.29,2,0,2,2,N,N,25,98,9801,Y,37.50497,-82.53662,1,3,6,1,1,3,5,1,3,Y,N,2019,C,098-CS-1191  -000,098-CS-1191  -000,0.29,0,0,0,0,0,0,1,1,0,0,0,0,0,1,Non-DAC,0,1,,
72415354,20191001,1233,BYPASS,N,5.639,1,0,2,2,N,N,55,98,9801,Y,37.47261,-82.52362,1,3,6,1,1,2,2,1,3,Y,Y,2019,C,098-KY-1426  -000,098-KY-1426  -000,5.639,0,0,0,1,0,0,1,0,0,0,0,0,0,1,DAC,1,0,195-1179,1
72309013,20190129,1213,US23,N,26.281,0,0,2,2,N,N,55,98,9801,Y,37.50362,-82.53215,5,3,6,1,1,3,2,1,3,N,N,2019,O,098-US-0023  -000,098-US-0023  -000,26.281,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Non-DAC,0,1,,
72374363,20190702,811,NIGHTINGALE,N,0.069,0,0,2,2,N,N,15,98,9801,Y,37.46646,-82.56274,2,3,5,1,1,2,2,6,3,N,N,2019,O,098-CS-1047  -000,098-CS-1047  -000,0.069,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Non-DAC,0,1,,
72409461,20190914,251,MAIN,N,0.182,0,0,2,2,N,Y,35,98,9801,Y,37.48005,-82.51704,5,3,6,1,7,2,5,6,3,N,N,2019,O,098-CS-1112  -000,098-CS-1112  -000,0.182,0,0,0,0,0,0,0,0,1,1,0,0,0,1,DAC,0,1,,
72762661,20220423,1330,HAMBLEY,N,0.349,1,0,2,1,N,N,25,98,9801,Y,37.47673,-82.52211,9,3,6,1,1,2,2,7,3,N,N,2022,C,098-CS-1222  -000,098-CS-1222  -000,0.349,0,0,0,0,1,0,0,0,0,0,0,0,0,1,DAC,0,1,,
72369110,20190619,1205,US23,N,26.257,0,0,2,2,N,N,55,98,9801,Y,37.50329,-82.53209,5,3,6,1,5,6,2,7,3,N,N,2019,O,098-US-0023  -000,098-US-0023  -000,26.257,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Non-DAC,1,0,195-0861,1
72407478,20190913,1433,BYPASS,N,5.107,0,0,2,2,N,N,45,98,9801,Y,37.4831,-82.51358,5,3,6,1,1,2,2,1,3,N,N,2019,O,098-KY-1460  -000,098-KY-1460  -000,5.107,0,0,0,1,0,0,1,0,0,0,0,0,0,1,DAC,1,0,195-1019,1
72308007,20190125,1700,HAROLDS BRANCH,N,0.011,0,0,2,2,N,N,35,98,9801,Y,37.47269,-82.52261,5,3,6,1,1,3,2,7,3,N,N,2019,O,098-CS-1223  -000,098-CS-1223  -000,0.011,0,0,0,0,0,0,1,0,0,0,0,0,0,1,DAC,0,1,,
72341990,20190418,2309,US119,N,1.748,2,0,1,1,N,N,55,98,9801,Y,37.51321,-82.50362,9,3,1,1,1,2,2,7,3,N,N,2019,B,098-US-0119  -010,098-US-0119  -000,1.748,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Non-DAC,0,1,,
72883668,20230323,1449,BAIRD,N,5.431,0,0,2,2,N,N,35,98,9801,Y,37.47276,-82.52699,5,3,6,1,1,2,2,1,3,N,N,2023,O,098-KY-1426  -000,098-KY-1426  -000,5.432,0,0,0,0,0,0,1,0,0,0,0,0,0,1,DAC,1,0,195-1180,1
72417403,20191007,1320,US23,N,22.93,0,0,2,2,Y,N,55,98,9801,Y,37.46545,-82.52577,5,3,6,1,5,6,2,1,3,N,N,2019,O,098-US-0023  -000,098-US-0023  -000,22.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DAC,0,1,,
72344408,20190419,1644,CASSIDY,N,0.301,1,0,2,2,N,N,35,98,9801,Y,37.5051,-82.53684,1,3,3,1,5,6,2,1,3,Y,N,2019,C,098-CS-1191  -000,098-CS-1191  -000,0.301,0,0,0,0,0,0,1,1,0,1,0,0,0,1,Non-DAC,0,1,,
72330342,20190318,1222,MAYO,N,29.611,0,0,2,2,N,N,55,98,9801,Y,37.53163,-82.57718,5,3,6,1,1,3,2,7,3,N,N,2019,O,098-US-0023  -010,098-US-0023  -000,29.611,0,0,0,1,0,0,1,0,0,0,0,0,0,1,Non-DAC,0,1,,
72437224,20191114,1204,US23,N,29.591,2,0,2,2,N,N,55,98,9807,Y,37.53138,-82.57702,1,3,6,1,1,2,2,7,3,Y,N,2019,C,098-US-0023  -010,098-US-0023  -000,29.591,0,0,1,0,0,0,1,1,0,0,0,0,0,1,Non-DAC,1,0,195-0664,1
72433179,20191107,1527,KY1460,N,7.033,0,0,2,2,N,N,45,98,9801,Y,37.48588,-82.54346,5,3,1,1,5,6,2,7,3,N,N,2019,O,098-KY-1460  -000,098-KY-1460  -000,7.033,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Non-DAC,0,1,,
72420737,20191014,1626,BOB AMOS,N,1.008,0,0,1,1,N,N,25,98,9801,Y,37.46581,-82.54292,9,97,6,1,1,2,2,7,3,N,N,2019,O,098-CS-1025  -000,098-CS-1025  -000,1.008,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Non-DAC,1,0,195-1227,1
72413074,20190927,1908,KY1426 TURN LANE,N,0.009,0,0,2,2,N,N,55,98,9801,Y,37.51379,-82.4875,5,3,6,1,1,2,3,1,3,N,N,2019,O,098-KY-1426  -027,098-KY-1426  -027,0.009,0,0,0,1,0,0,1,0,0,0,0,0,0,1,Non-DAC,1,0,195-0777,1
72314583,20190210,134,US23,N,20.772,0,0,1,1,N,N,55,98,9801,Y,37.44285,-82.52236,9,3,3,1,1,2,4,7,3,N,N,2019,O,098-US-0023  -010,098-US-0023  -000,20.772,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Non-DAC,0,1,,
72347012,20190426,1551,US23,N,,2,0,2,2,N,N,55,98,9801,Y,37.43885,-82.50917,1,3,6,1,1,2,2,1,3,Y,N,2019,B,098-US-0023  -010,098-US-0023  -000,18.785,0,0,0,0,0,0,1,1,1,0,0,0,0,1,Non-DAC,1,0,195-1310,1
72411890,20190921,1526,HAMBLEY,N,0.433,0,0,3,3,N,N,25,98,9801,Y,37.47758,-82.52102,2,5,6,1,1,2,2,1,3,N,N,2019,O,098-CS-1222  -000,098-CS-1222  -000,0.433,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DAC,0,1,,
72438207,20191113,1300,THOMPSON,N,0.388,0,0,2,2,N,N,35,98,9801,Y,37.50648,-82.54529,1,2,6,1,1,2,2,1,3,N,N,2019,O,098-CS-1215  -000,098-CS-1215  -000,0.388,0,0,0,1,0,0,1,1,0,0,0,0,0,1,Non-DAC,1,0,195-0839,1
72430242,20191031,924,SOUTH MAYO,N,,0,0,2,2,N,N,55,98,9801,Y,37.46547,-82.52594,5,3,6,1,5,6,2,1,3,N,N,2019,O,098-US-0023  -000,098-US-0023  -000,22.94,0,0,1,0,0,0,1,0,0,0,0,0,0,1,DAC,0,1,,
72297879,20190102,810,US23,N,23.107,0,0,2,2,N,N,55,98,9801,Y,37.466,-82.52881,8,3,6,1,1,2,2,1,3,N,N,2019,O,098-US-0023  -000,098-US-0023  -000,23.107,0,0,0,0,0,0,1,0,0,0,0,1,0,1,DAC,0,1,,
72405616,20190911,1041,REDALE,N,0.242,0,0,2,2,N,N,15,98,9801,Y,37.48684,-82.52843,8,3,4,1,1,2,2,1,3,N,N,2019,O,098-CS-1244  -000,098-CS-1244  -000,0.242,0,0,0,0,0,0,0,0,0,0,0,1,0,1,DAC,1,0,195-0945,1
72448708,20191209,1548,BYPASS,N,,2,0,2,2,N,N,45,98,9801,Y,37.4831,-82.51341,1,3,6,1,1,3,2,1,3,Y,N,2019,C,098-KY-1460  -000,098-KY-1460  -000,5.08,0,0,0,0,0,0,0,1,0,0,0,0,0,1,DAC,1,0,195-1019,1
72339461,20190403,1053,KY3495,N,0.309,1,0,2,1,N,N,45,98,9801,Y,37.48964,-82.53897,9,3,6,1,1,2,2,7,3,Y,N,2019,C,098-KY-3495  -000,098-KY-3495  -000,0.309,0,0,0,0,0,1,1,0,0,0,0,0,0,1,Non-DAC,0,1,,
72435497,20191019,931,US23,N,20.892,2,1,4,4,N,N,55,98,9801,Y,37.44376,-82.52435,1,3,3,1,1,2,2,7,3,Y,N,2019,K,098-US-0023  -000,098-US-0023  -000,20.892,0,0,0,1,0,0,0,0,0,1,0,0,1,1,Non-DAC,1,0,195-2188,1
72372217,20190619,1531,KY1426,N,7.392,2,0,2,2,N,N,45,98,9801,Y,37.49016,-82.50227,1,3,6,1,1,2,2,7,3,Y,N,2019,C,098-KY-1426  -000,098-KY-1426  -000,7.392,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Non-DAC,1,0,195-0932,1
72318385,20190215,2100,US23,N,,0,0,2,2,Y,N,55,98,9801,Y,37.50312,-82.53208,5,3,6,1,1,3,5,1,3,N,N,2019,O,098-US-0023  -000,098-US-0023  -000,26.245,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Non-DAC,1,0,195-0861,1
72317943,20190218,1718,KY1426 TURN LANE,N,0.03,0,0,2,2,N,N,55,98,9801,Y,37.51401,-82.48724,5,3,6,1,1,3,2,2,3,N,N,2019,O,098-KY-1426  -027,098-KY-1426  -027,0.03,0,0,0,0,0,0,1,0,0,0,0,0,0,1,DAC,1,0,195-0777,1
72423842,20191021,1343,KILGORE,N,0.011,0,0,1,1,N,N,15,98,9801,Y,37.47586,-82.52229,9,97,6,1,1,2,2,5,3,N,Y,2019,O,098-CS-1105  -000,098-CS-1105  -000,0.011,0,0,1,0,0,0,1,0,0,0,0,1,0,1,DAC,1,0,195-1144,1
72319526,20190223,1735,CASSIDY,N,0.267,0,0,3,3,N,N,35,98,9801,Y,37.50471,-82.53622,1,3,6,1,5,6,2,1,2,N,N,2019,O,098-CS-1191  -000,098-CS-1191  -000,0.267,0,0,1,1,0,0,0,0,0,0,0,0,0,1,Non-DAC,0,1,,
72418279,20191007,731,US23,N,,3,0,2,2,N,N,55,98,9801,Y,37.53677,-82.60106,1,3,6,1,5,3,1,1,3,Y,N,2019,A,098-US-0023  -010,098-US-0023  -000,31.568,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Non-DAC,1,0,195-0620,1
72329604,20190321,1642,US23,N,,0,0,2,2,N,N,55,98,9801,Y,37.51085,-82.54829,5,3,3,1,5,6,2,1,3,N,N,2019,O,098-US-0023  -000,098-US-0023  -000,27.353,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Non-DAC,1,0,195-0812,1
72343630,20190423,1602,LYKINS,N,0.066,0,0,2,1,N,N,15,98,9801,Y,37.50715,-82.54803,9,3,6,1,1,2,2,2,3,N,N,2019,O,098-CS-1249  -000,098-CS-1249  -000,0.066,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Non-DAC,0,1,,
72357395,20190524,1649,MAYO,N,19.077,0,0,2,2,N,N,55,98,9801,Y,37.44208,-82.50627,8,97,6,1,1,2,2,7,3,N,N,2019,O,098-US-0023  -010,098-US-0023  -000,19.077,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Non-DAC,0,1,,
72338891,20190410,1013,,N,0.083,0,0,2,2,N,N,55,98,9801,Y,37.43706,-82.51049,8,3,2,1,1,2,2,7,3,N,N,2019,O,098-US-0023  -421,098-US-0023  -421,0.083,0,0,0,1,0,0,0,1,0,0,0,1,0,1,Non-DAC,1,0,195-2088,1
72334158,20190401,1635,CASSIDY,N,0.343,0,0,2,2,N,N,55,98,9801,Y,37.50521,-82.53774,5,3,6,1,1,2,2,1,3,N,N,2019,O,098-CS-1191  -000,098-CS-1191  -000,0.343,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Non-DAC,0,1,,
72360556,20190531,1502,MAYO,N,26.235,0,0,1,1,N,N,55,98,9801,Y,37.50298,-82.53228,9,3,6,1,1,3,2,7,3,N,N,2019,O,098-US-0023  -010,098-US-0023  -000,26.235,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Non-DAC,1,0,195-0861,1
72320449,20190221,702,US23,N,23.063,0,0,2,2,N,N,55,98,9801,Y,37.46594,-82.52808,1,3,6,1,5,3,2,7,3,N,N,2019,O,098-US-0023  -000,098-US-0023  -000,23.063,0,0,0,1,0,0,1,0,0,0,0,0,0,1,DAC,0,1,,
72323895,20190306,1737,US23 TURN LANE,N,0.014,0,0,2,2,N,N,55,98,9801,Y,37.50365,-82.53217,5,3,6,1,1,2,2,1,3,N,N,2019,O,098-US-0023  -020,098-US-0023  -020,0.014,0,0,0,1,0,0,1,0,0,0,0,0,0,1,Non-DAC,1,0,195-0861,1
72414153,20190924,1225,KY3496,N,0.791,0,0,2,2,N,N,35,98,9801,Y,37.4721,-82.52964,1,3,6,1,1,2,2,1,3,N,N,2019,O,098-KY-3496  -000,098-KY-3496  -000,0.791,0,0,0,1,0,0,1,0,0,0,0,0,0,1,DAC,1,0,195-1185,1
72373105,20190629,1310,DIVISION,N,,0,0,2,2,N,N,15,98,9801,Y,37.48044,-82.5189,2,3,4,1,1,2,2,1,3,N,N,2019,O,098-CS-1130  -000,098-CS-1130  -000,0.01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,DAC,1,0,195-1081,1
72460765,20200107,1010,,N,0.103,1,0,1,1,N,N,55,98,9801,Y,37.48079,-82.54281,9,3,1,1,4,9,2,1,3,Y,Y,2020,C,098-US-0023  -221,098-US-0023  -221,0.103,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Non-DAC,0,1,,
72307991,20190115,1338,US23,N,20.602,1,0,2,2,N,N,55,98,9801,Y,37.44326,-82.51931,5,3,3,1,1,2,2,7,3,Y,N,2019,C,098-US-0023  -010,098-US-0023  -000,20.602,0,0,0,0,0,0,1,0,1,0,0,0,0,1,Non-DAC,0,1,,
72381454,20190718,2100,CEDAR CREEK,N,,0,0,2,2,N,N,35,98,9801,Y,37.47612,-82.55538,3,3,6,1,5,6,5,6,3,N,N,2019,O,098-KY-3417  -000,098-KY-3417  -000,1.095,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Non-DAC,1,0,195-1153,1
72332188,20190327,1646,CHLOE,N,4.496,0,0,1,1,N,N,35,98,9801,Y,37.47744,-82.50545,9,3,6,1,1,2,2,6,3,N,N,2019,O,098-KY-1460  -000,098-KY-1460  -000,4.496,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Non-DAC,0,1,,
72420447,20191014,806,KY3495,N,,0,0,2,2,N,N,35,98,9801,Y,37.4864,-82.5429,1,3,1,1,1,2,2,1,3,N,N,2019,O,098-KY-3495  -000,098-KY-3495  -000,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,Non-DAC,1,0,195-0957,1
72301767,20190107,1105,MAYO,N,26.235,1,0,2,2,N,N,55,98,9801,Y,37.50297,-82.53206,5,3,6,1,1,2,2,7,3,N,N,2019,B,098-US-0023  -000,098-US-0023  -000,26.235,0,0,0,0,0,0,1,1,0,0,0,0,0,1,Non-DAC,1,0,195-0861,1
72318020,20190218,524,US23,N,23.062,2,0,3,3,N,N,55,98,9801,Y,37.46584,-82.52813,5,3,6,1,5,2,5,7,3,Y,N,2019,C,098-US-0023  -000,098-US-0023  -000,23.062,0,0,0,1,0,0,1,0,0,0,0,0,0,1,DAC,0,1,,
72358620,20190528,1233,CASSIDY,N,,0,0,2,2,N,Y,15,98,9801,Y,37.50631,-82.53948,2,97,6,1,1,2,2,1,3,N,N,2019,O,098-CS-1191  -000,098-CS-1191  -000,0.375,0,0,0,1,0,0,1,0,0,0,0,0,0,1,Non-DAC,0,1,,
72367788,20190614,1435,US23,N,27.477,0,0,2,2,N,N,55,98,9807,Y,37.51128,-82.55052,5,3,6,1,1,2,2,1,3,N,N,2019,O,098-US-0023  -010,098-US-0023  -000,27.477,0,0,0,1,0,0,1,0,0,0,0,0,0,1,Non-DAC,1,0,195-0808,1
72501361,20200513,1252,US119 TURN LANE FROM US23 N,N,0.057,0,0,1,1,N,N,55,98,9801,Y,37.50386,-82.5312,9,5,3,1,5,6,2,1,3,N,Y,2020,O,098-US-0119  -020,098-US-0119  -020,0.057,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Non-DAC,1,0,195-0861,1
72431103,20191030,734,CHLOE,N,3.77,0,0,1,1,N,N,35,98,9801,Y,37.4772,-82.49388,9,3,6,1,1,3,2,7,3,N,N,2019,O,098-KY-1460  -000,098-KY-1460  -000,3.77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Non-DAC,1,0,195-1112,1
72367170,20190614,1507,WALTERS,N,1.177,0,0,4,4,N,N,35,98,9801,Y,37.48986,-82.48146,1,97,6,1,1,2,2,5,3,N,N,2019,O,098-CS-1074  -000,098-CS-1074  -000,1.177,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Non-DAC,0,1,,
72303194,20190115,712,US23,N,17.584,1,0,2,2,N,N,55,98,9801,N,37.42356,-82.51699,5,3,4,1,5,5,1,7,3,Y,N,2019,C,098-US-0023  -010,098-US-0023  -000,17.584,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Non-DAC,0,1,,
72358363,20190521,1650,KY1426,N,7.376,3,0,3,3,N,N,45,98,9801,Y,37.4901,-82.50253,5,3,6,1,1,2,2,7,3,Y,N,2019,B,098-KY-1426  -000,098-KY-1426  -000,7.376,0,0,1,1,0,0,1,0,0,0,0,0,0,1,Non-DAC,1,0,195-0932,1
72427792,20191026,1431,US23,N,26.233,0,0,2,2,N,N,55,98,9801,Y,37.50294,-82.53205,5,3,6,1,1,3,2,7,3,N,N,2019,O,098-US-0023  -000,098-US-0023  -000,26.233,0,0,1,0,0,0,1,0,0,0,0,0,0,1,Non-DAC,1,0,195-0861,1
72434036,20191108,2047,US23,N,25.211,0,0,1,1,N,N,55,98,9801,Y,37.49033,-82.53746,9,3,6,1,1,2,6,1,3,N,N,2019,O,098-US-0023  -000,098-US-0023  -000,25.211,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Non-DAC,1,0,195-0934,1
