MasterFile,CollisionDate,CollisionTime,RoadwayName,ParkingLotIndicator,Milepoint,NumberInjured,NumberKilled,ofUnits,ofMotorVehicleUnits,Hit&RunIndicator,OneWayIndicator,SpeedLimitNumber,CountyCode,CityCountyCode,InCityLimitsIndicator,Latitude,Longitude,MannerofCollisionCode,LocationFirstEventCode,RoadwayCharacterCode,RoadwaySurfaceCode,RoadwayConditionCode,WeatherCode,LightConditionCode,LandUseCode,SchoolBusRelatedCode,FirstAidSceneIndicator,PropertyDamageIndicator,YR,KABCO,WorkingRID,KTC_RT,KTC_MP,Motorcyclist,Commercial Vehicle,Young Driver,Mature Driver,Pedestrian,Bicyclist,Distracted,Aggressive,Impaired,Unrestrained,Intersection,Roadway Departure,Median Cross-over,CityCrash,DACid,Intersection Crash,Segment Crash,Int_ID,CityIntersection
72557324,20201026,1612,MAYO,N,26.287,4,0,2,2,N,N,55,98,9801,Y,37.50371,-82.53215,5,3,6,1,1,3,2,7,3,Y,N,2020,B,098-US-0023  -000,098-US-0023  -000,26.287,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Non-DAC,0,1,,
72842578,20221214,1041,US23,N,18.121,3,0,2,2,N,N,55,98,9801,Y,37.43062,-82.51485,1,3,6,1,5,6,2,7,3,Y,N,2022,C,098-US-0023  -000,098-US-0023  -000,18.121,0,0,0,1,0,0,1,0,0,0,0,0,0,1,Non-DAC,0,1,,
72617511,20210422,1420,US23,N,23.891,1,0,3,3,N,N,55,98,9801,Y,37.47466,-82.537,5,3,6,1,1,3,2,7,3,Y,N,2021,C,098-US-0023  -000,098-US-0023  -000,23.891,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DAC,0,1,,
72472680,20200130,1642,US23,N,23.085,2,0,2,2,N,N,55,98,9801,Y,37.46593,-82.52855,3,3,6,1,1,3,2,7,3,Y,N,2020,C,098-US-0023  -010,098-US-0023  -000,23.085,0,0,0,0,0,0,1,0,0,0,0,1,0,1,DAC,0,1,,
72505166,20200522,1230,US23,N,23.061,3,0,2,2,N,N,55,98,9801,Y,37.46582,-82.52809,3,3,6,1,5,6,2,7,3,Y,N,2020,B,098-US-0023  -010,098-US-0023  -000,23.061,0,0,0,0,0,0,1,1,0,0,1,0,0,1,DAC,0,1,,
72844654,20221219,1031,US23,N,21.578,0,0,2,2,N,N,55,98,9801,Y,37.45277,-82.52266,1,3,6,1,1,2,2,7,3,N,N,2022,O,098-US-0023  -000,098-US-0023  -000,21.578,0,0,0,0,0,0,1,1,0,0,0,0,0,1,Non-DAC,1,0,195-1270,1
72764632,20220522,311,US23,N,29.616,0,0,2,2,N,N,55,98,9801,Y,37.5317,-82.5772,5,3,6,1,1,2,6,1,3,N,N,2022,O,098-US-0023  -010,098-US-0023  -000,29.616,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Non-DAC,0,1,,
72499201,20200505,1502,OWSLEY,N,7.21,0,0,2,2,N,N,45,98,9801,Y,37.48074,-82.536,8,3,6,1,1,3,2,7,3,N,N,2020,O,098-KY-1384  -000,098-KY-1384  -000,7.21,0,0,0,0,0,0,1,0,0,0,0,1,0,1,DAC,0,1,,
72747000,20220403,1324,CASSIDY,N,0.237,0,0,2,2,N,N,25,98,9801,Y,37.5044,-82.53575,1,3,5,1,1,2,2,1,3,N,N,2022,O,098-CS-1191  -000,098-CS-1191  -000,0.237,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Non-DAC,0,1,,
72487668,20200310,934,US23,N,26.287,0,0,2,2,N,N,55,98,9801,Y,37.50371,-82.53215,5,3,6,1,1,2,2,7,3,N,N,2020,O,098-US-0023  -000,098-US-0023  -000,26.287,0,1,0,1,0,0,0,0,0,0,0,0,0,1,Non-DAC,0,1,,
72702715,20211127,1845,US23,N,32.114,0,0,2,2,N,N,55,98,9801,Y,37.5375,-82.60976,2,3,6,1,1,2,7,6,3,N,N,2021,O,098-US-0023  -010,098-US-0023  -000,32.114,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Non-DAC,0,1,,
72556010,20201023,650,US23,N,21.417,0,0,2,2,N,N,55,98,9801,Y,37.4507,-82.52392,5,3,3,1,1,2,2,7,3,N,N,2020,O,098-US-0023  -000,098-US-0023  -000,21.417,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Non-DAC,0,1,,
72742304,20220318,1526,US23,N,23.063,0,0,2,2,Y,N,55,98,9801,Y,37.46584,-82.52814,1,3,6,1,1,2,2,7,3,N,N,2022,O,098-US-0023  -010,098-US-0023  -000,23.063,0,0,0,0,0,0,1,1,0,0,1,0,0,1,DAC,0,1,,
72677003,20210929,1257,US23,N,23.058,0,0,2,2,N,N,55,98,9801,Y,37.46584,-82.52805,1,3,6,1,1,2,2,7,3,N,N,2021,O,098-US-0023  -010,098-US-0023  -000,23.058,0,0,0,1,0,0,1,0,0,0,0,0,0,1,DAC,0,1,,
72722442,20220119,1845,US23,N,22.29,0,0,2,2,N,N,55,98,9801,Y,37.46134,-82.51697,4,3,3,1,5,6,6,7,3,N,N,2022,O,098-US-0023  -010,098-US-0023  -000,22.29,0,0,0,1,0,0,1,1,0,0,1,0,0,1,Non-DAC,0,1,,
72599229,20210226,1424,,N,0.417,0,0,2,2,N,N,55,98,9801,Y,37.47464,-82.53696,8,3,6,1,5,6,2,1,3,N,N,2021,O,098-US-0023  -121,098-US-0023  -121,0.417,0,0,0,1,0,0,1,0,0,0,0,0,0,1,DAC,1,0,195-1163,1
72778809,20220701,1313,BYPASS,N,6.149,0,0,2,2,N,N,55,98,9801,Y,37.47725,-82.5167,5,3,6,1,1,3,2,7,3,N,N,2022,O,098-KY-1426  -000,098-KY-1426  -000,6.149,0,0,0,0,0,0,1,0,0,1,0,0,0,1,DAC,1,0,195-1116,1
72584124,20210113,1637,HAMBLEY,N,1.311,0,0,2,2,N,N,35,98,9801,Y,37.48487,-82.52714,4,3,6,1,1,2,2,6,3,N,N,2021,O,098-CS-1222  -000,098-CS-1222  -000,1.311,0,0,0,1,0,0,1,0,0,0,0,0,0,1,DAC,1,0,195-0966,1
72476388,20200212,1342,THOMPSON,N,0.676,1,0,3,3,N,N,35,98,9801,Y,37.50508,-82.54073,3,3,6,1,5,6,2,7,3,N,N,2020,C,098-CS-1215  -000,098-CS-1215  -000,0.676,0,0,1,1,0,0,1,1,0,0,0,1,0,1,Non-DAC,0,1,,
72591557,20210201,1145,US23,N,22.867,0,0,2,2,Y,N,55,98,9801,Y,37.4653,-82.52469,8,3,3,1,5,9,2,7,3,N,N,2021,O,098-US-0023  -000,098-US-0023  -000,22.867,0,0,0,0,0,0,0,0,0,0,0,1,0,1,DAC,1,0,195-1224,1
72717228,20220105,1550,OWSLEY,N,6.852,0,0,2,2,N,N,45,98,9801,Y,37.48,-82.54198,1,3,6,1,1,2,2,1,3,N,N,2022,O,098-KY-1384  -000,098-KY-1384  -000,6.852,0,0,1,0,0,0,1,0,0,0,0,0,0,1,DAC,1,0,195-1095,1
72647317,20210714,1212,US23,N,26.297,0,0,2,2,N,N,55,98,9801,Y,37.50384,-82.53238,5,3,6,1,1,2,2,7,3,N,N,2021,O,098-US-0023  -010,098-US-0023  -000,26.297,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Non-DAC,0,1,,
72745056,20220322,2119,MAYO,N,22.782,0,0,2,2,N,N,55,98,9801,Y,37.46509,-82.52325,8,3,6,1,1,2,6,7,3,N,N,2022,O,098-US-0023  -010,098-US-0023  -000,22.782,0,0,0,1,0,0,1,0,0,0,0,1,0,1,Non-DAC,0,1,,
72622737,20210504,950,HAMBLEY,N,0.767,1,0,2,2,N,N,25,98,9801,Y,37.48201,-82.51897,1,3,6,1,5,6,2,1,3,Y,N,2021,C,098-CS-1222  -000,098-CS-1222  -000,0.767,0,0,0,0,0,0,1,0,0,0,0,0,0,1,DAC,1,0,195-1053,1
72655703,20210708,1018,CHLOE,N,2.74,0,0,1,1,Y,N,45,98,9801,Y,37.4689,-82.47841,9,,,1,1,2,2,6,3,N,Y,2021,O,098-KY-1460  -000,098-KY-1460  -000,2.74,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Non-DAC,0,1,,
72693502,20211104,1046,US119 TURN LANE FROM US23 N,N,0.017,0,0,2,2,N,N,55,98,9801,Y,37.50329,-82.53198,5,3,6,1,1,2,2,7,3,N,N,2021,O,098-US-0119  -020,098-US-0119  -020,0.017,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Non-DAC,1,0,195-0861,1
72681409,20211010,1312,HIBBARD,N,0.24,0,0,1,1,N,N,25,98,9801,Y,37.47516,-82.52378,9,6,6,1,1,2,2,7,3,N,N,2021,O,098-CS-1053  -000,098-CS-1053  -000,0.24,0,0,0,0,0,0,1,0,1,0,0,1,0,1,DAC,1,0,195-1156,1
72745386,20220326,2037,HAMBLEY,N,0.619,0,0,2,2,N,N,35,98,9801,Y,37.47992,-82.51931,1,3,6,1,1,2,5,1,3,N,N,2022,O,098-CS-1222  -000,098-CS-1222  -000,0.619,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DAC,1,0,195-1083,1
72612360,20210410,1630,MAYO,N,22.943,0,0,2,2,N,N,55,98,9801,Y,37.46536,-82.526,5,3,6,1,5,6,2,7,3,N,N,2021,O,098-US-0023  -010,098-US-0023  -000,22.943,0,0,0,0,0,0,1,0,0,0,0,0,0,1,DAC,0,1,,
72848920,20221230,2354,US23,N,31.471,0,0,1,1,N,N,55,98,9801,Y,37.53659,-82.59927,9,6,3,1,1,2,5,1,3,N,N,2022,O,098-US-0023  -000,098-US-0023  -000,31.471,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Non-DAC,0,1,,
72750207,20220405,2233,KY1426,N,9.145,1,0,1,1,N,N,55,98,9801,Y,37.50722,-82.48911,9,3,2,1,5,6,6,7,3,N,N,2022,B,098-KY-1426  -000,098-KY-1426  -000,9.145,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Non-DAC,0,1,,
72486026,20200303,1054,US23,N,26.195,2,0,2,2,N,N,55,98,9801,Y,37.50243,-82.53185,5,3,6,1,1,2,2,1,3,Y,N,2020,C,098-US-0023  -000,098-US-0023  -000,26.195,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Non-DAC,1,0,195-0861,1
72596120,20210218,1741,KY1426 TURN LANE,N,0.03,0,0,2,2,N,N,55,98,9801,Y,37.47227,-82.52707,5,3,3,1,5,3,2,7,3,N,N,2021,O,098-KY-1426  -025,098-KY-1426  -025,0.03,0,0,0,0,0,0,1,0,0,0,0,0,0,1,DAC,1,0,195-1180,1
72692864,20211105,1636,US23,N,26.137,0,0,2,2,N,N,55,98,9801,Y,37.50158,-82.53185,5,3,6,1,1,2,2,1,3,N,N,2021,O,098-US-0023  -000,098-US-0023  -000,26.137,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Non-DAC,0,1,,
72497864,20200425,2022,US23,N,25.898,0,0,1,1,N,N,55,98,9801,Y,37.4982,-82.53125,9,3,6,1,5,6,6,7,3,N,N,2020,O,098-US-0023  -000,098-US-0023  -000,25.898,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Non-DAC,0,1,,
72476981,20200216,1059,CHLOE,N,4.579,0,0,2,2,N,N,35,98,9801,Y,37.4775,-82.5077,7,3,6,1,1,3,2,7,3,N,N,2020,O,098-KY-1460  -000,098-KY-1460  -000,4.579,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Non-DAC,1,0,195-1115,1
72645094,20210622,1650,BYPASS,N,5.693,0,0,2,2,N,N,10,98,9801,Y,37.47284,-82.52258,5,97,3,1,1,2,2,1,3,N,N,2021,O,098-KY-1426  -000,098-KY-1426  -000,5.693,0,0,0,1,0,0,1,0,0,0,0,0,0,1,DAC,1,0,195-1178,1
72409305,20190917,1009,BYPASS,N,5.641,1,0,2,2,N,N,55,98,9801,Y,37.47261,-82.52368,5,3,6,1,1,2,2,1,3,Y,N,2019,C,098-KY-1426  -000,098-KY-1426  -000,5.641,0,0,0,1,0,0,1,0,0,0,0,0,0,1,DAC,1,0,195-1179,1
72626786,20210520,1500,US23,N,25.096,0,0,2,2,N,N,55,98,9801,Y,37.48925,-82.53906,5,6,6,1,1,2,2,7,3,N,N,2021,O,098-US-0023  -000,098-US-0023  -000,25.096,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Non-DAC,0,1,,
72693246,20211105,1859,HAMBLEY,N,1.675,0,0,1,1,N,N,45,98,9801,Y,37.48196,-82.53267,9,3,6,1,1,2,5,6,3,N,N,2021,O,098-CS-1222  -000,098-CS-1222  -000,1.675,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DAC,1,0,195-1064,1
72851662,20230107,1323,US23,N,31.577,0,0,2,2,N,N,55,98,9801,Y,37.53696,-82.60114,5,3,6,1,1,2,2,1,3,N,N,2023,O,098-US-0023  -000,098-US-0023  -000,31.557,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Non-DAC,0,1,,
72739364,20220310,2057,DUDLEY,N,0.002,0,0,2,2,N,N,5,98,9801,Y,37.5374,-82.60646,2,97,6,1,1,2,5,7,3,N,N,2022,O,098-CR-1407  -030,098-CR-1407  -030,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Non-DAC,1,0,195-0613,1
72632593,20210603,1116,US23,N,27.309,0,0,2,2,N,N,55,98,9801,Y,37.51066,-82.54743,5,3,6,1,5,6,2,6,3,N,N,2021,O,098-US-0023  -000,098-US-0023  -000,27.309,0,0,0,0,0,0,1,1,0,0,0,0,0,1,Non-DAC,0,1,,
72513564,20200620,812,CEDAR HILLS,N,4.151,0,0,1,1,N,N,35,98,9801,Y,37.45645,-82.52987,9,3,6,1,1,3,2,7,3,N,N,2020,O,098-KY-1426  -000,098-KY-1426  -000,4.151,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Non-DAC,0,1,,
72631811,20210602,1212,HUFFMAN,N,0.055,0,0,2,2,N,N,15,98,9801,Y,37.47731,-82.51792,8,3,6,1,1,2,2,7,3,N,N,2021,O,098-CS-1123  -000,098-CS-1123  -000,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DAC,0,1,,
72781659,20220711,820,US23,N,29.618,0,0,1,1,N,N,55,98,9801,N,37.53173,-82.57721,9,3,6,1,1,2,2,1,3,N,N,2022,O,098-US-0023  -010,098-US-0023  -000,29.618,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Non-DAC,0,1,,
72750635,20220305,2137,,N,0.117,0,1,2,1,Y,N,55,98,9801,Y,37.4854,-82.54233,9,6,6,1,1,2,6,7,3,Y,N,2022,K,098-US-0023  -321,098-US-0023  -321,0.117,0,0,0,0,1,0,1,0,1,0,0,1,0,1,Non-DAC,0,1,,
72476828,20200215,1637,BYPASS,N,5.938,0,0,2,2,N,N,45,98,9801,Y,37.48735,-82.527,7,3,6,1,1,2,2,1,3,N,N,2020,O,098-KY-1460  -000,098-KY-1460  -000,5.938,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Non-DAC,0,1,,
72415432,20191002,1502,HAROLDS BRANCH,N,0.045,0,0,2,2,N,N,15,98,9801,Y,37.47225,-82.52233,5,3,3,2,1,2,2,7,3,N,N,2019,O,098-CS-1223  -000,098-CS-1223  -000,0.045,0,0,1,0,0,0,1,0,0,0,0,0,0,1,Non-DAC,0,1,,
72532985,20200818,1649,US23,N,25.715,0,0,1,1,N,N,55,98,9801,Y,37.4956,-82.53121,9,3,6,1,1,2,2,1,3,N,N,2020,O,098-US-0023  -000,098-US-0023  -000,25.715,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Non-DAC,0,1,,
72770533,20220608,1004,HAROLDS BRANCH,N,0.128,0,0,1,1,N,N,25,98,9801,Y,37.47148,-82.52116,9,3,6,1,1,2,2,7,3,N,N,2022,O,098-CS-1223  -000,098-CS-1223  -000,0.128,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Non-DAC,0,1,,
72794826,20220811,832,US23,N,26.835,0,0,2,2,N,N,45,98,9801,Y,37.50933,-82.53844,5,3,6,1,5,3,2,7,3,N,N,2022,O,098-US-0023  -010,098-US-0023  -000,26.835,0,0,0,1,0,0,1,0,0,0,0,0,0,1,Non-DAC,1,0,195-0818,1
72593532,20210207,1703,KY3496,N,0.338,0,0,2,2,N,N,35,98,9801,Y,37.46793,-82.53296,7,3,6,1,1,3,2,7,3,N,N,2021,O,098-KY-3496  -000,098-KY-3496  -000,0.338,0,0,0,0,0,0,1,0,0,1,0,1,0,1,DAC,0,1,,
72847031,20221214,1324,US119,N,0.529,0,0,2,2,N,N,55,98,9801,Y,37.50673,-82.52328,5,3,6,1,5,6,2,7,3,N,N,2022,O,098-US-0119  -000,098-US-0119  -000,0.529,0,0,1,0,0,0,0,1,0,0,0,0,0,1,Non-DAC,0,1,,
72556928,20201008,1937,FIFE FORK,N,0.109,0,0,2,2,N,N,15,98,9801,Y,37.47457,-82.48353,2,97,5,1,1,2,6,6,3,N,N,2020,O,098-CS-1077  -000,098-CS-1077  -000,0.109,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Non-DAC,0,1,,
72750697,20220407,1635,US23,N,23.104,0,0,2,2,N,N,55,98,9801,Y,37.466,-82.52885,5,3,6,1,1,2,2,7,3,N,N,2022,O,098-US-0023  -010,098-US-0023  -000,23.104,0,0,0,0,0,0,1,0,0,0,0,0,0,1,DAC,0,1,,
72675364,20210923,1444,US23,N,19.125,0,0,1,1,N,N,55,98,9801,Y,37.4422,-82.50584,9,3,6,1,1,2,2,1,3,N,N,2021,O,098-US-0023  -000,098-US-0023  -000,19.125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Non-DAC,0,1,,
72515556,20200626,1750,BANK,N,0.174,0,0,2,2,N,Y,15,98,9801,Y,37.47698,-82.51997,1,3,6,1,1,2,2,6,3,N,N,2020,O,098-CS-1106  -000,098-CS-1106  -000,0.174,0,0,0,0,0,0,1,0,0,0,0,0,0,1,DAC,0,1,,
72804810,20220913,748,SAAD,N,0.078,0,0,2,2,N,N,10,98,9801,Y,37.4826,-82.51975,5,3,4,1,1,2,2,1,3,N,N,2022,O,098-CS-1165  -000,098-CS-1165  -000,0.078,0,0,0,0,0,0,1,0,0,0,0,0,0,1,DAC,0,1,,
72811336,20220930,1404,KY3496,N,0.928,0,0,2,2,N,N,35,98,9801,Y,37.47216,-82.52715,1,3,6,1,1,2,2,1,3,N,N,2022,O,098-KY-3496  -000,098-KY-3496  -000,0.928,0,0,1,1,0,0,1,1,0,0,0,0,0,1,DAC,1,0,195-1180,1
72603652,20210227,1513,US23,N,,1,1,2,2,N,N,55,98,9801,Y,37.44373,-82.51852,1,3,3,1,5,3,2,1,3,Y,N,2021,K,098-US-0023  -010,098-US-0023  -000,20.546,0,0,0,1,0,0,1,1,0,0,0,0,1,1,Non-DAC,0,1,,
72502271,20200518,36,US23,N,29.912,0,0,1,1,N,N,55,98,9801,Y,37.53595,-82.57909,9,3,3,1,1,2,6,7,3,N,N,2020,O,098-US-0023  -000,098-US-0023  -000,29.912,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Non-DAC,1,0,195-0629,1
72660732,20210819,1743,US23,N,27.184,0,0,1,1,N,N,55,98,9801,Y,37.51074,-82.54489,9,3,6,1,5,6,2,7,3,N,N,2021,O,098-US-0023  -000,098-US-0023  -000,27.184,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Non-DAC,0,1,,
72842577,20221213,1452,US23,N,27.359,0,0,2,2,N,N,55,98,9801,Y,37.51087,-82.5484,5,3,6,1,1,2,2,7,3,N,N,2022,O,098-US-0023  -000,098-US-0023  -000,27.359,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Non-DAC,1,0,195-0811,1
72703616,20211201,2013,US460,N,0.151,0,0,2,2,N,N,55,98,9801,Y,37.4402,-82.50854,5,3,6,1,1,2,7,7,3,N,N,2021,O,098-US-0460  -000,098-US-0460  -000,0.151,0,0,1,0,0,0,1,0,0,0,0,0,0,1,Non-DAC,0,1,,
72530957,20200811,1436,US23,N,26.301,2,0,3,3,N,N,55,98,9801,Y,37.50391,-82.53238,5,3,6,1,1,2,2,7,3,Y,N,2020,B,098-US-0023  -010,098-US-0023  -000,26.301,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Non-DAC,0,1,,
72740611,20220314,1255,KY3496,N,0.898,0,0,2,2,N,N,35,98,9801,Y,37.4721,-82.52771,5,3,6,1,1,2,2,1,3,N,N,2022,O,098-KY-3496  -000,098-KY-3496  -000,0.898,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DAC,0,1,,
72565669,20201023,2300,KY3218,N,3.273,1,0,1,1,N,N,55,98,9801,Y,37.56253,-82.55721,9,3,1,1,1,2,6,7,3,Y,N,2020,B,098-KY-3218  -000,098-KY-3218  -000,3.273,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Non-DAC,1,0,195-2076,1
72517756,20200704,2142,OWSLEY,N,6.877,0,0,2,2,N,N,45,98,9801,Y,37.4799,-82.54166,1,3,6,1,1,2,5,1,3,N,N,2020,O,098-KY-1384  -000,098-KY-1384  -000,6.877,0,0,0,0,0,0,1,1,0,0,0,0,0,1,DAC,1,0,195-1094,1
72560348,20201103,1340,REDALE,N,0.274,0,0,2,2,N,N,15,98,9801,Y,37.48651,-82.5295,8,3,6,1,1,2,2,6,3,N,N,2020,O,098-CS-1244  -000,098-CS-1244  -000,0.274,0,0,0,1,0,0,0,0,0,1,0,1,0,1,DAC,1,0,195-0948,1
72688063,20211027,733,US23 TURN LANE,N,0.007,0,0,2,1,N,N,55,98,9801,Y,37.5041,-82.53221,5,3,6,1,1,2,2,7,3,N,N,2021,O,098-US-0023  -020,098-US-0023  -020,0.007,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Non-DAC,1,0,195-0861,1
72488688,20200317,627,US23,N,23.058,0,0,2,2,N,N,55,98,9801,Y,37.46599,-82.52814,5,3,6,1,5,6,6,1,3,N,N,2020,O,098-US-0023  -000,098-US-0023  -000,23.058,0,0,0,1,0,0,1,0,0,0,0,0,0,1,DAC,0,1,,
72465050,20200106,817,US23,N,18.726,0,0,2,2,N,N,55,98,9801,Y,37.4381,-82.50969,8,3,6,1,1,2,2,7,3,N,N,2020,O,098-US-0023  -000,098-US-0023  -000,18.726,0,0,0,0,0,0,1,1,0,0,0,1,0,1,Non-DAC,0,1,,
72562257,20201106,1230,MAIN,N,,0,0,2,2,Y,N,25,98,9801,Y,37.47946,-82.5175,8,3,6,1,1,2,2,1,3,N,N,2020,O,098-CS-1112  -000,098-CS-1112  -000,0.134,0,0,0,0,0,0,0,0,1,1,0,0,0,1,DAC,1,0,195-1087,1
72658251,20210813,1725,US23,N,27.167,0,0,2,2,N,N,45,98,9801,Y,37.51046,-82.54459,5,3,6,97,1,2,2,7,3,N,N,2021,O,098-US-0023  -000,098-US-0023  -000,27.167,0,0,0,0,0,0,1,1,0,0,0,0,0,1,Non-DAC,0,1,,
72582685,20210107,2355,CHLOE,N,4.469,0,0,1,1,N,N,35,98,9801,Y,37.47738,-82.50492,9,5,3,1,5,3,7,7,3,N,N,2021,O,098-KY-1460  -000,098-KY-1460  -000,4.469,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Non-DAC,0,1,,
72738704,20220304,1214,BAIRD,N,5.389,1,0,2,2,N,N,25,98,9801,Y,37.4731,-82.5271,5,3,6,1,1,2,2,7,3,Y,N,2022,C,098-KY-1426  -000,098-KY-1426  -000,5.389,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DAC,1,0,195-1174,1
72788045,20220729,1245,US23,N,20.499,0,0,2,2,N,N,55,98,9801,Y,37.4437,-82.51862,8,3,6,1,1,3,2,7,3,N,N,2022,O,098-US-0023  -000,098-US-0023  -000,20.499,0,0,0,1,0,0,1,0,0,0,0,1,0,1,Non-DAC,0,1,,
72472220,20200129,1413,HAMBLEY BLVD,N,,0,0,2,2,N,N,15,98,9801,Y,37.48164,-82.5338,1,97,6,1,1,3,2,1,3,N,N,2020,O,098-KY-1384  -022,098-KY-1384  -022,0.026,0,0,0,0,0,0,1,0,0,0,0,0,0,1,DAC,1,0,195-1064,1
72646730,20210709,820,US23,N,22.152,1,0,2,2,N,N,55,98,9801,Y,37.45943,-82.51695,5,3,6,1,5,3,2,7,3,Y,N,2021,C,098-US-0023  -000,098-US-0023  -000,22.152,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Non-DAC,1,0,195-1250,1
72747527,20220325,2214,HAMBLEY,N,0.806,1,0,2,1,Y,N,25,98,9801,Y,37.48262,-82.51925,9,3,6,1,1,2,4,1,3,Y,N,2022,C,098-CS-1222  -000,098-CS-1222  -000,0.806,0,0,0,0,1,0,0,0,0,0,0,0,0,1,DAC,1,0,195-1031,1
72780583,20220707,1745,US23,N,23.063,0,0,2,2,N,N,55,98,9801,Y,37.46584,-82.52814,1,3,6,1,1,2,2,7,3,N,N,2022,O,098-US-0023  -010,098-US-0023  -000,23.063,0,0,0,0,0,0,1,1,0,0,1,0,0,1,DAC,0,1,,
72771813,20220531,1341,US23,N,31.184,2,0,1,1,N,N,55,98,9801,Y,37.53624,-82.5977,9,3,6,1,1,2,2,1,3,Y,N,2022,C,098-US-0023  -000,098-US-0023  -000,31.184,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Non-DAC,0,1,,
72845601,20221221,1400,US23,N,26.272,0,0,2,2,N,N,55,98,9801,Y,37.5035,-82.53234,5,3,6,1,1,2,2,7,3,N,N,2022,O,098-US-0023  -010,098-US-0023  -000,26.272,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Non-DAC,0,1,,
72782070,20220706,1543,US460,N,0.246,2,0,2,2,N,N,45,98,9801,Y,37.43904,-82.50968,5,3,6,1,5,3,2,1,3,N,N,2022,C,098-US-0460  -000,098-US-0460  -000,0.246,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Non-DAC,1,0,195-1307,1
72709725,20211211,936,BYPASS,N,6.117,1,0,2,2,N,N,45,98,9801,Y,37.4769,-82.51706,5,3,6,1,5,6,2,1,3,Y,N,2021,C,098-KY-1426  -000,098-KY-1426  -000,6.117,0,0,0,0,0,0,1,0,0,0,0,0,0,1,DAC,1,0,195-1125,1
72559595,20201030,1427,MAYO,N,21.093,0,0,1,1,N,N,55,98,9801,Y,37.44634,-82.52599,9,3,3,1,1,3,2,7,3,N,N,2020,O,098-US-0023  -010,098-US-0023  -000,21.093,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Non-DAC,0,1,,
72861417,20230201,936,US23,N,26.31,0,0,2,2,N,N,55,98,9801,Y,37.50404,-82.53239,5,3,6,1,5,3,2,7,3,N,N,2023,O,098-US-0023  -010,098-US-0023  -000,26.247,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Non-DAC,1,0,195-0861,1
72716165,20220101,814,US 119 NORTH,N,,0,0,1,1,N,N,55,98,9807,N,37.50928,-82.51122,9,3,4,1,5,6,2,7,3,N,N,2022,O,098-US-0119  -000,098-US-0119  -000,1.218,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Non-DAC,0,1,,
72712953,20211218,2112,HAROLDS BRANCH,N,1.096,0,0,2,2,Y,N,55,98,9801,Y,37.46728,-82.50548,7,3,2,1,5,2,6,7,3,N,N,2021,O,098-CS-1223  -000,098-CS-1223  -000,1.096,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Non-DAC,1,0,195-1211,1
72578354,20201224,1035,US23,N,18.245,0,0,1,1,N,N,55,98,9801,N,37.43246,-82.51452,9,5,4,1,5,6,2,1,3,N,N,2020,O,098-US-0023  -000,098-US-0023  -000,18.245,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Non-DAC,0,1,,
